housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
13,2944,558,1091,466,3,INLAND,119000
16,1443,249,435,181,3.2031,INLAND,129200
17,2277,474,767,356,2.5208,INLAND,99100
18,1564,357,618,277,2.3549,INLAND,108900
15,4403,891,1103,433,3.0125,INLAND,111700
34,1133,254,495,187,2.05,INLAND,68900
23,1001,195,369,157,3.125,INLAND,96400
10,1783,337,638,262,2.65,INLAND,116700
17,1521,309,607,240,3.5,INLAND,123800
25,1374,297,657,288,2.5476,INLAND,97900
40,1391,246,546,214,3.9107,INLAND,129800
13,1473,265,597,228,4.2917,INLAND,121300
15,1248,234,529,216,3.3393,INLAND,107200
16,1748,322,4930,287,4.3029,INLAND,121900
28,3998,765,1614,698,2.8125,INLAND,113400
27,3471,653,1793,600,3.5508,INLAND,99100
18,2791,492,1187,438,3.2589,INLAND,103000
13,2084,449,834,305,3.2937,INLAND,114200
17,5654,1085,2237,953,3.0465,INLAND,144100
15,4221,816,1737,743,2.3125,INLAND,128600
9,1787,347,806,306,2.525,INLAND,157200
18,2144,420,985,381,3.175,INLAND,118500
23,1538,305,730,267,2.6078,INLAND,116700
15,3750,691,1444,603,2.7399,INLAND,134800
19,3267,614,1252,566,2.7236,INLAND,109900
16,1257,231,559,213,4.4531,INLAND,144300
37,1341,256,533,242,3.2135,INLAND,123600
12,9831,1921,4644,1775,3.1142,INLAND,112600
23,6010,1116,2710,1149,3.0068,INLAND,107300
12,7653,1578,3628,1494,3.0905,INLAND,117800
17,5273,1177,2446,1199,1.9362,INLAND,89900
14,2351,620,1215,548,2.3155,INLAND,102300
19,7254,1785,4030,1667,2.0094,INLAND,87300
15,10265,1860,4591,1906,3.07,INLAND,142600
12,14631,3298,7517,3262,1.6785,INLAND,153100
22,1707,296,822,297,3.6625,INLAND,126600
18,1651,309,856,293,3.5046,INLAND,118300
7,1737,290,747,265,3.9,INLAND,147000
39,568,127,267,129,1.8095,INLAND,78100
39,1139,265,623,264,2.2833,INLAND,85800
41,2901,689,1426,632,1.5633,INLAND,84500
52,444,80,1107,98,3.4191,INLAND,137500
17,3425,827,2469,758,0.9393,INLAND,88900
13,3494,843,1571,784,1.1019,INLAND,120200
29,4362,1053,2053,1000,1.7284,INLAND,74500
43,2976,599,1181,560,2.2621,INLAND,85100
34,3263,604,1290,594,2.575,INLAND,130300
28,2551,378,1011,374,4.3309,INLAND,125200
29,7744,1375,3316,1365,3.0253,INLAND,111400
37,2236,372,974,379,3.2016,INLAND,97000
11,7212,1355,3264,1264,3.1125,INLAND,122600
8,5690,1189,2887,1077,3.0625,INLAND,116300
8,140,28,84,29,2.125,INLAND,179200
44,2923,659,1371,626,2.2925,INLAND,85800
52,677,152,379,154,1.6797,INLAND,94800
52,502,100,311,100,1.5481,INLAND,200000
52,857,232,520,198,0.987,INLAND,112500
52,1457,389,802,342,0.9566,INLAND,69000
52,957,263,513,223,1.3672,INLAND,55000
52,1741,401,753,377,2.0064,INLAND,77900
18,7272,1559,5022,1524,1.6911,INLAND,98800
52,1890,420,974,383,1.6827,INLAND,78700
21,5051,1054,2948,980,1.5863,INLAND,81300
33,2242,517,1160,449,1.7426,INLAND,60300
42,2978,694,1879,679,1.5064,INLAND,66300
18,1222,250,708,281,2.0288,INLAND,116700
11,5103,825,2456,810,4.5032,INLAND,159700
26,2741,451,1217,437,3.7007,INLAND,139200
16,1453,299,904,286,3.5735,INLAND,89600
38,549,105,275,94,3.5375,INLAND,153100
25,2202,422,1109,403,2.8306,INLAND,87500
20,3759,367,1705,600,4.712,INLAND,158600
24,1535,279,726,272,2.3833,INLAND,95100
20,1465,278,745,250,3.0625,INLAND,93800
16,2867,559,1203,449,2.7143,INLAND,95300
15,3996,748,1786,728,3.5189,INLAND,141300
17,858,262,47,27,2.4028,INLAND,67500
22,1468,285,611,235,2.3036,INLAND,73000
14,1527,269,665,261,2.8657,INLAND,119600
16,4591,904,1904,812,2.2419,INLAND,93200
10,1742,307,721,312,2.4537,INLAND,117900
11,3835,727,1456,658,2.5374,INLAND,97200
12,1958,369,875,354,2.3507,INLAND,97600
12,3744,699,1532,660,2.3079,INLAND,95300
11,3974,727,1610,634,2.6147,INLAND,107700
18,2672,533,1151,532,2.567,INLAND,102900
20,743,171,395,168,1.625,INLAND,88300
16,2754,570,1063,543,1.4048,INLAND,86500
18,945,205,385,207,2.1838,INLAND,58000
26,1503,343,699,296,1.875,INLAND,84000
25,1612,313,837,303,2.963,INLAND,89500
28,1677,327,770,309,2.6823,INLAND,93400
23,790,137,365,152,2.1912,INLAND,115200
18,2221,459,952,440,2.0458,INLAND,105700
24,1535,276,664,273,2.3068,INLAND,97300
19,2636,523,1184,465,2.7863,INLAND,108600
20,1384,257,557,232,2.0882,INLAND,104900
19,2487,485,1110,453,3.1061,INLAND,110200
18,1676,332,733,318,1.7875,INLAND,103800
20,908,206,481,211,2.2,INLAND,80800
23,2263,497,1138,455,2.3403,INLAND,87300
22,2447,556,1157,556,1.8245,INLAND,85500
31,2431,512,1026,427,2.5428,INLAND,85000
23,1759,366,788,359,1.8125,INLAND,93500
31,1599,318,794,303,3,INLAND,96700
22,2598,482,1151,490,2.8182,INLAND,109700
14,2063,559,934,529,1.7788,INLAND,85800
20,1173,261,523,258,1.0625,INLAND,92800
37,1296,296,569,257,1.8616,INLAND,70500
20,1808,334,763,335,2.3711,INLAND,121800
17,2748,556,1174,514,3.066,INLAND,102600
17,3502,655,1763,613,2.9625,INLAND,101200
8,2836,522,1163,512,3.13,INLAND,168300
17,1619,292,705,285,2.4623,INLAND,126100
17,1646,330,750,344,2.3798,INLAND,83800
19,2888,591,984,499,1.9766,INLAND,92600
15,1677,345,844,330,2.3958,INLAND,111200
15,1896,408,893,334,1.6948,INLAND,87500
17,1583,331,730,306,2.3895,INLAND,87500
22,2828,610,986,391,2.8871,INLAND,94700
35,632,148,221,102,2.3684,INLAND,62500
17,1483,284,481,211,1.4896,INLAND,83300
15,2490,527,1229,497,2.3917,INLAND,85700
9,818,197,358,197,1.7708,INLAND,79500
26,1957,429,945,397,1.7308,INLAND,53600
12,1733,421,1861,415,1.5771,INLAND,65200
15,886,204,576,205,2.1467,INLAND,84100
14,5549,1000,1822,919,2.9562,INLAND,142300
25,848,153,436,155,3.9028,INLAND,93800
26,1652,325,790,292,3.0446,INLAND,90800
17,1554,242,553,230,3.2174,INLAND,91800
19,3720,636,1304,607,2.6921,INLAND,97500
35,1806,293,683,295,4.5156,INLAND,91200
30,1030,161,448,159,2.4821,INLAND,73800
24,1028,185,471,186,2.9688,INLAND,86400
33,3585,757,1887,765,2.502,INLAND,62100
30,3085,610,1688,575,2.334,INLAND,72200
39,1551,353,684,310,2.0357,INLAND,57600
48,827,198,396,161,0.8024,INLAND,58300
50,1050,288,485,260,1.1607,INLAND,51700
47,1064,245,603,190,1.3654,INLAND,57900
46,1885,385,871,347,1.6352,INLAND,53100
31,2023,469,1073,436,1.5714,INLAND,56100
25,2409,490,1384,479,1.9956,INLAND,58000
24,1865,372,1087,385,1.6389,INLAND,56700
29,1947,383,925,337,2.1658,INLAND,57600
18,2105,416,974,385,1.6346,INLAND,63300
24,1610,324,909,323,1.8661,INLAND,59800
23,1387,325,640,289,1.4833,INLAND,65200
15,202,54,145,40,0.8252,INLAND,42500
26,3215,827,2041,737,1.0585,INLAND,45100
38,1438,310,779,275,1.3289,INLAND,39400
19,1537,329,617,274,1.5313,INLAND,50300
29,2896,596,1809,617,1.8047,INLAND,53800
14,1724,315,939,302,2.4952,INLAND,53900
41,461,107,284,90,2.2045,INLAND,41800
20,2505,468,1174,429,2.9965,INLAND,88900
33,1462,241,569,231,3.2833,INLAND,82600
30,1217,238,677,233,2.6563,INLAND,63600
21,2628,494,1364,468,2.0455,INLAND,59400
18,2278,523,1185,475,1.3611,INLAND,60600
26,1340,255,662,239,2.6071,INLAND,57100
31,1434,283,811,289,1.7727,INLAND,49000
15,2119,389,1079,374,2.3566,INLAND,80400
17,3659,735,1970,667,2.425,INLAND,96200
52,189,34,121,37,3.0208,INLAND,60000
27,720,150,359,138,2.5313,INLAND,61300
22,2515,482,1284,462,2.1776,INLAND,73800
27,2599,502,1241,502,1.9943,INLAND,86300
24,1003,251,1098,227,1.7552,INLAND,86400
22,1217,224,537,187,2.6607,INLAND,84600
40,812,154,374,142,2.7891,INLAND,73500
29,2220,471,1170,428,2.3224,INLAND,56200
32,1852,373,911,365,1.7885,INLAND,57000
46,1210,243,523,242,1.91,INLAND,63900
37,2330,495,1505,470,2.0474,INLAND,56000
34,842,186,635,165,1.8355,INLAND,63000
27,2596,435,1100,409,2.3243,INLAND,85500
30,1019,192,501,185,2.5259,INLAND,81300
21,1432,284,862,275,2.2813,INLAND,57600
22,1814,342,941,323,2.1728,INLAND,59400
29,1687,327,864,334,2.4943,INLAND,81900
39,1105,180,408,166,3.3929,INLAND,82100
16,4221,781,1516,697,2.3816,INLAND,116000
10,1566,325,785,291,2.5,INLAND,116100
34,2745,559,1150,491,2.3654,INLAND,94900
27,1199,224,463,199,2.9063,INLAND,92200
37,736,148,339,140,2.2875,INLAND,79900
9,7450,1475,2233,930,2.6528,INLAND,133000
16,3758,715,1777,615,3,INLAND,122600
19,1003,235,538,190,2.9821,INLAND,90400
16,3120,641,1319,526,2.0472,INLAND,93200
8,2029,387,1000,364,4.0109,INLAND,125900
9,3585,680,1800,598,3.636,INLAND,133100
7,7188,1288,3175,1115,3.8488,INLAND,130600
21,3095,681,1341,546,2.1382,INLAND,104000
32,2685,543,1061,492,2.5473,INLAND,101600
17,2967,611,1387,564,2.0417,INLAND,92600
13,4110,847,1796,706,2.6417,INLAND,122300
13,763,161,311,125,2.4583,INLAND,112500
20,1326,307,563,237,2.6667,INLAND,86600
21,1435,294,668,267,2.5667,INLAND,77400
18,2912,663,999,411,2.7344,INLAND,91900
17,1463,338,529,226,3.024,INLAND,100900
18,1411,312,592,230,1.625,INLAND,94700
17,1504,358,661,250,2.2604,INLAND,84800
10,4300,845,1480,609,2.8208,INLAND,139900
10,3757,722,546,223,3.75,INLAND,121400
13,2962,546,252,103,4.4063,INLAND,155800
17,5497,1056,997,408,2.9821,INLAND,111500
13,4401,829,924,383,2.6942,INLAND,123500
13,4495,856,1149,459,2.5352,INLAND,113700
10,3486,695,298,124,3.3542,INLAND,103800
13,3297,662,267,97,3.075,INLAND,108300
11,1568,369,82,33,3.125,INLAND,77500
48,1096,218,657,199,2.7841,INLAND,65800
39,1548,323,815,286,2.9489,INLAND,67500
23,3832,774,2435,747,2.2754,INLAND,59200
17,6440,1204,3266,1142,2.7137,INLAND,72000
27,1446,295,670,281,3.2625,INLAND,92800
52,224,38,120,45,3.017,INLAND,112500
10,266,62,154,49,2.25,INLAND,75000
33,1064,174,434,147,3.125,INLAND,108000
28,4169,895,2587,810,2.331,INLAND,65500
44,1064,230,494,175,2.875,INLAND,61500
35,2791,552,1395,476,2.5625,INLAND,62700
19,1629,386,551,214,1.7463,INLAND,68800
50,1592,372,781,307,2.2679,INLAND,69100
52,1989,392,985,396,2.5556,INLAND,75800
39,1214,250,660,249,2.4559,INLAND,75000
39,701,130,271,89,2.1845,INLAND,112500
28,3144,694,1095,482,3.4402,INLAND,192400
17,2549,596,1169,500,3.6694,INLAND,209400
25,2019,411,888,326,3.2619,INLAND,183800
3,9217,1522,3578,1272,5.0016,INLAND,189100
7,7957,1314,4460,1293,4.9618,INLAND,156500
5,7105,1143,3523,1088,5.0468,INLAND,168800
19,3388,599,1707,575,3.6411,INLAND,162800
9,3079,519,1562,512,5.1041,INLAND,172900
27,3861,718,2085,707,3.3558,INLAND,129700
22,1046,195,527,164,4.375,INLAND,213500
44,1014,225,704,238,1.6554,INLAND,119400
36,1710,320,861,300,2.8828,INLAND,131100
15,1850,441,1348,403,3.8125,INLAND,125400
33,2396,452,1391,465,3.2813,INLAND,151400
19,2055,358,1064,350,4.7426,INLAND,263100
17,1962,291,825,267,4.8958,INLAND,187100
19,2005,405,972,403,2.2216,INLAND,156700
5,4980,774,2399,763,5.7104,INLAND,186300
10,3258,612,1779,558,4.6587,INLAND,152500
13,2479,394,1075,350,5.1017,INLAND,241400
5,14684,2252,4276,1722,6.9051,INLAND,340900
30,1428,287,989,287,3.691,INLAND,154400
22,1999,415,967,320,4.4583,INLAND,253900
46,2273,495,1088,447,2.2532,INLAND,109400
47,1942,430,1074,393,2.2361,INLAND,105100
52,1124,245,528,226,2.2639,INLAND,128500
46,176,43,101,40,2.2361,INLAND,93800
42,1017,253,798,266,2.1719,INLAND,99100
50,1120,281,625,239,1.5988,INLAND,96400
25,3018,606,1614,568,3.4722,INLAND,127000
46,66,22,37,21,0.536,INLAND,87500
19,2688,469,1216,422,4.4491,INLAND,133900
17,4032,814,1749,618,3.1728,INLAND,146800
34,3090,593,1588,566,3.6118,INLAND,124700
44,3184,581,1399,548,2.7234,INLAND,110200
37,3058,567,1351,523,3.5179,INLAND,130800
8,2371,375,1094,396,5.3245,INLAND,174500
13,2983,534,1417,510,3.9861,INLAND,168100
18,2807,445,1315,437,4.8194,INLAND,170400
22,2331,359,1086,340,5.1435,INLAND,150800
13,3995,605,1969,607,5.0164,INLAND,165200
47,1265,254,587,247,2.6364,INLAND,93500
29,2070,452,985,420,2.8466,INLAND,113400
37,2724,579,1400,540,2.905,INLAND,97300
30,3268,567,1714,565,4.4583,INLAND,131000
26,3364,570,1806,566,4.2647,INLAND,133400
24,2269,584,1239,542,2.0411,INLAND,100000
15,6365,1646,3838,1458,2.5495,INLAND,103600
25,1710,288,799,259,4.8359,INLAND,145300
23,1150,174,572,174,4.9167,INLAND,152400
23,1970,296,935,279,4.4853,INLAND,145900
18,2741,449,1507,460,4.7566,INLAND,142500
8,2572,738,1384,684,1.7161,INLAND,75800
13,4545,952,2188,901,3.3625,INLAND,126100
15,2380,385,1292,388,4.6029,INLAND,142600
16,2919,462,1456,453,5.6779,INLAND,164700
36,1141,234,562,213,2.5893,INLAND,108500
10,4156,609,1878,586,5.6506,INLAND,178600
18,3646,534,1651,535,5.7321,INLAND,164700
34,2738,475,1316,459,3.5368,INLAND,122500
16,3077,465,1575,446,5.5,INLAND,179500
4,5623,780,2429,716,5.4409,INLAND,205100
10,2769,619,1045,469,4.1111,INLAND,158600
36,1489,331,838,259,1.2024,INLAND,90200
52,242,59,188,54,1.3958,INLAND,67500
52,2264,439,1403,476,2.7083,INLAND,99400
52,1225,250,725,231,2,INLAND,101400
51,2982,689,1831,608,2.0034,INLAND,87700
46,2112,466,1249,382,2.5737,INLAND,87000
36,2707,550,1827,545,3.3371,INLAND,94600
5,1560,369,1037,372,3.6154,INLAND,181800
31,3644,746,2229,678,3.1389,INLAND,117800
16,2605,440,1352,408,4.1947,INLAND,140300
9,5329,1284,2827,1202,2.7374,INLAND,150000
30,4114,743,1994,722,4.2227,INLAND,134400
22,721,117,367,129,5.3098,INLAND,151900
4,4075,927,2239,849,3.5857,INLAND,165200
16,3216,464,1504,453,5.25,INLAND,161700
4,2171,597,928,461,4.1016,INLAND,170500
16,3787,515,1606,507,5.5676,INLAND,174200
17,2713,442,1475,415,4.8542,INLAND,144100
15,2203,312,1051,311,4.9783,INLAND,163900
28,3639,751,2362,641,3.0042,INLAND,103900
12,1497,360,943,341,2.1417,INLAND,122200
16,2604,454,1696,481,4.6628,INLAND,136000
8,2750,479,1526,484,5.102,INLAND,156500
32,1000,188,663,212,4.0972,INLAND,99200
34,3779,766,2356,722,3.5129,INLAND,110600
14,1930,363,990,322,4.1094,INLAND,162200
14,2677,368,1288,375,6.0497,INLAND,177500
7,1632,248,879,262,6.1237,INLAND,166000
9,2294,389,1142,365,5.3363,INLAND,160800
13,1524,286,940,308,5.1337,INLAND,154800
5,5526,225,3207,1012,4.0767,INLAND,143100
27,1654,478,1141,420,1.4871,INLAND,87100
35,2691,542,1409,505,3.016,INLAND,95300
9,3360,833,2041,810,2.1013,INLAND,100700
29,5765,1170,3266,1131,2.7907,INLAND,113900
16,2176,464,1410,434,3.5436,INLAND,100200
16,1840,355,1288,338,4.2067,INLAND,125000
15,2966,558,1687,527,3.4817,INLAND,129800
38,2505,554,1595,498,2.5833,INLAND,83500
17,3685,685,1939,649,3.7043,INLAND,139800
31,2810,518,1640,503,3.3661,INLAND,98500
44,1465,247,817,237,4.8693,NEAR BAY,156900
4,2341,408,1235,431,6.0424,INLAND,165900
44,1625,432,825,385,2.0523,NEAR BAY,133900
42,118,34,54,30,2.5795,NEAR BAY,225000
52,2378,508,940,451,2.9583,NEAR BAY,166000
48,2123,494,859,474,1.8523,NEAR BAY,144800
50,1760,341,741,316,4.5,NEAR BAY,178300
51,1262,309,608,298,2.1974,NEAR BAY,139300
33,2821,652,1206,640,2.5481,NEAR BAY,150800
40,1800,290,761,277,5.1265,NEAR BAY,196100
39,1313,306,575,231,3.1711,NEAR BAY,116100
41,1345,272,718,283,3.3831,NEAR BAY,129400
20,6992,1404,3221,1334,4.2042,NEAR BAY,166400
50,1300,263,691,239,3.9519,NEAR BAY,126500
50,1738,355,837,363,3.609,NEAR BAY,135700
42,2225,367,864,381,4.1189,NEAR BAY,172400
37,1742,339,1128,345,3.8824,NEAR BAY,113700
28,4308,824,2086,776,3.6523,NEAR BAY,159700
37,978,202,462,184,3.625,NEAR BAY,156300
6,10191,1882,4377,1789,5.2015,NEAR BAY,204200
9,3424,583,1460,543,5.76,NEAR BAY,212600
19,4657,739,1914,732,5.0509,NEAR BAY,199900
19,3073,506,1773,493,5.4496,NEAR BAY,205400
16,3913,710,1782,676,5.1297,NEAR BAY,206700
10,2864,514,1300,507,4.3875,NEAR BAY,287700
9,2643,439,1105,467,6.6579,NEAR BAY,245200
5,5303,779,2017,727,6.9961,NEAR BAY,294100
11,4371,679,1790,660,6.135,NEAR BAY,297300
14,5381,871,2296,872,5.6875,NEAR BAY,211000
33,1660,277,741,261,4.675,NEAR BAY,225400
18,4326,655,1753,646,5.6931,NEAR BAY,269600
20,3796,650,1679,611,4.3571,NEAR BAY,228200
25,1374,206,569,235,6.3699,NEAR BAY,235500
28,3310,574,1811,597,4.5401,NEAR BAY,166900
12,6915,1639,2940,1468,4.0154,NEAR BAY,186100
20,1705,353,856,341,3.7262,NEAR BAY,211800
34,1692,290,836,289,5.0172,NEAR BAY,197100
37,1784,313,788,304,4.2917,NEAR BAY,189600
21,9135,1534,3748,1502,6.0859,NEAR BAY,266000
36,2213,386,950,370,4.7386,NEAR BAY,186400
39,2199,388,1025,385,4.5893,NEAR BAY,190000
24,3173,548,1351,536,5.0672,NEAR BAY,243000
33,1043,157,425,148,4.8702,NEAR BAY,235600
37,1217,199,552,194,5.0445,NEAR BAY,196200
10,7136,1691,2959,1507,3.9816,NEAR BAY,182000
34,1408,277,738,269,4.175,NEAR BAY,169400
22,4162,1194,1804,1185,2.5459,NEAR BAY,179300
19,4005,972,1896,893,2.5268,NEAR BAY,235700
36,2639,488,1111,476,3.5057,NEAR BAY,205100
30,1260,276,707,221,2.892,NEAR BAY,220800
35,4043,689,1832,662,5.0761,NEAR BAY,233200
44,2185,357,943,366,4.725,NEAR BAY,232100
43,1454,234,683,258,4.475,NEAR BAY,265700
32,1339,209,601,209,6.0265,NEAR BAY,247900
29,6895,1022,2634,1022,6.1922,NEAR BAY,273200
16,3077,733,1447,709,3.2484,NEAR BAY,91100
32,1504,279,749,267,3.2,NEAR BAY,134500
36,2765,495,1478,441,4.125,NEAR BAY,136200
16,60,10,65,19,6.1359,NEAR BAY,250000
16,2445,469,721,474,2.8043,NEAR BAY,87500
17,1319,316,384,269,1.8229,NEAR BAY,137500
36,2476,472,1213,393,3.7333,NEAR BAY,136400
16,1085,217,356,232,2.3462,NEAR BAY,75000
16,1209,477,627,482,1.3894,NEAR BAY,156300
10,974,316,631,286,2.3152,NEAR BAY,140600
25,3577,581,1753,593,5.7295,NEAR BAY,178300
27,3228,562,1666,588,4.5707,NEAR BAY,175900
38,2675,541,1378,480,3.8897,NEAR BAY,139900
45,2842,567,1261,535,3.6042,NEAR BAY,138200
28,2965,533,1591,472,4.6375,NEAR BAY,178200
35,3103,537,1614,566,4.9022,NEAR BAY,169300
37,2247,416,1237,397,4.45,NEAR BAY,161900
37,1755,327,882,350,4.59,NEAR BAY,166600
44,1254,252,498,217,3.4531,NEAR BAY,148900
25,1476,336,777,297,3.5179,NEAR BAY,165500
29,2001,373,956,370,4.317,NEAR BAY,194000
32,1013,169,436,173,5.1118,INLAND,226900
27,2491,428,1171,431,5.1021,INLAND,202800
32,3012,527,1288,512,3.6449,NEAR BAY,211500
40,1797,401,756,369,2.8456,NEAR BAY,165500
37,1474,343,782,331,3.4187,NEAR BAY,161700
28,4035,641,1881,659,5.4607,INLAND,192300
31,2030,337,867,341,5.0915,INLAND,193200
23,2293,411,969,399,4.4536,INLAND,184000
28,2839,428,1372,443,6.2135,INLAND,217200
35,1192,201,535,172,4.9219,INLAND,182000
36,404,77,237,88,4.525,INLAND,161300
34,1256,267,638,252,4.0507,NEAR BAY,161000
28,1900,401,918,351,3.7841,NEAR BAY,144900
18,2739,393,1072,374,6.1436,INLAND,259500
27,1691,289,807,296,6.1168,INLAND,210500
24,1330,183,656,205,5.0092,INLAND,244100
28,1433,290,877,313,4.7891,INLAND,184800
28,1838,273,899,270,5.2145,INLAND,229200
7,3418,740,1583,676,3.6133,INLAND,196100
26,1977,264,817,273,5.7512,INLAND,240200
26,2714,390,1232,409,5.9617,INLAND,231100
26,2738,428,1316,430,5.2442,INLAND,213200
22,2823,509,1271,474,5.1333,INLAND,207200
30,3320,589,1470,543,4.6071,INLAND,184100
32,3364,666,1980,678,3.7,INLAND,179000
28,4071,713,2033,647,4.5833,INLAND,190700
13,3216,765,1627,715,3.0859,INLAND,167800
8,4253,709,1883,662,5.431,INLAND,246700
12,5048,1122,2209,1014,3.1573,INLAND,126700
16,3324,479,1470,461,7.6166,INLAND,260400
17,2756,423,1228,426,5.5872,INLAND,200600
14,6290,854,2724,820,6.7371,INLAND,267400
16,2984,406,1317,397,6.7821,INLAND,265900
34,3259,498,1250,478,5.3794,NEAR BAY,206200
36,2342,436,1191,416,4,NEAR BAY,171000
45,1613,338,865,336,3.25,NEAR BAY,151100
26,2470,626,1174,573,2.9861,NEAR BAY,160900
20,3968,931,2629,903,2.9915,NEAR BAY,166700
16,2913,723,1705,693,2.9097,NEAR BAY,106300
21,6445,1839,3621,1735,2.5841,NEAR BAY,112500
39,1323,245,705,261,3.1968,NEAR BAY,151000
20,1143,346,578,298,2.2411,NEAR BAY,151800
35,2190,384,1154,401,3.8456,NEAR BAY,159800
28,1207,252,724,252,3.6964,NEAR BAY,165700
27,2587,729,1500,623,1.837,NEAR BAY,175000
27,3513,791,1875,694,3.1838,NEAR BAY,182000
20,563,107,246,123,5.4482,NEAR BAY,190800
8,3866,539,1555,513,6.0901,NEAR BAY,298200
25,2615,368,935,366,6.6727,NEAR BAY,305100
20,2636,691,1142,627,2.1083,NEAR BAY,162500
14,3287,793,1601,716,3.1719,NEAR BAY,220500
25,1205,260,608,272,2.4519,NEAR BAY,208300
32,1955,313,804,317,4.9485,NEAR BAY,202300
22,3526,510,1660,508,5.6642,NEAR BAY,237000
23,3516,661,1465,623,4.2569,NEAR BAY,213100
23,3741,587,1339,499,6.7061,NEAR BAY,322300
19,3192,612,1317,594,4.125,NEAR BAY,267100
26,1619,224,706,220,6.0704,NEAR BAY,268000
18,2077,298,937,292,6.3809,NEAR BAY,273600
9,2214,256,848,239,6.8145,INLAND,339200
25,2652,335,1062,334,7.5898,NEAR BAY,330200
33,1653,334,814,328,3.1406,NEAR BAY,163100
24,5732,873,2444,888,5.6292,NEAR BAY,231400
22,2105,354,993,365,4.6602,NEAR BAY,227800
29,866,138,341,133,4.7188,NEAR BAY,197100
22,5175,1213,2804,1091,2.85,NEAR BAY,144600
21,5541,776,2214,737,5.5777,NEAR BAY,279300
21,4712,624,1773,615,6.0918,NEAR BAY,344800
5,4274,1153,1503,881,4.0473,NEAR BAY,266500
15,7803,1603,2957,1546,4.45,NEAR BAY,184900
14,12713,2558,4741,2412,4.7094,NEAR BAY,234700
26,5077,640,1872,636,7.4713,NEAR BAY,351200
23,3318,408,1124,393,6.5847,NEAR BAY,358800
21,10093,1269,3645,1219,7.6877,NEAR BAY,367700
29,5438,871,2310,890,5.0362,NEAR BAY,275300
15,5393,1422,2133,1288,4.1612,NEAR BAY,232800
25,5869,1685,2669,1554,2.6998,NEAR BAY,216100
21,4985,1590,2575,1458,3.1002,NEAR BAY,114300
45,1544,244,614,238,5.0255,NEAR BAY,226000
25,7201,1521,3264,1433,3.7433,NEAR BAY,252100
26,3872,739,1629,684,4.4312,NEAR BAY,225000
28,2377,469,1068,435,4.4561,NEAR BAY,250000
26,1733,265,796,274,6.195,NEAR BAY,264900
28,1731,295,810,295,5.0391,NEAR BAY,259800
33,1550,277,638,254,3.6833,NEAR BAY,292500
32,1075,170,486,173,5.0499,NEAR BAY,306800
18,9576,1455,3486,1380,7.0895,NEAR BAY,306900
28,3410,746,1428,670,4.3864,NEAR BAY,266800
39,3018,501,1223,489,6.2924,NEAR BAY,283900
29,4133,770,1691,744,5.1097,NEAR BAY,288000
38,2139,343,809,340,5.5636,NEAR BAY,268800
38,757,124,319,123,5.6558,NEAR BAY,263300
34,4781,703,1879,714,6.5378,NEAR BAY,340900
30,2296,329,847,322,6.7192,NEAR BAY,397500
24,4125,1020,1699,873,2.9526,NEAR BAY,271000
32,2676,484,986,473,4.6528,NEAR BAY,335700
37,1677,269,689,283,4.2625,NEAR BAY,310600
33,2423,322,998,346,7.5349,NEAR BAY,349100
32,4498,862,1818,851,4.8088,NEAR BAY,321200
20,5467,1044,2310,963,5.6986,NEAR BAY,275800
29,6349,858,2450,778,7.5,NEAR BAY,356200
32,3250,550,1230,557,4.6424,NEAR BAY,312700
29,3025,477,1035,452,6.112,NEAR BAY,390600
27,6039,780,2181,761,9.5862,NEAR BAY,469400
22,1980,291,861,290,6.2726,<1H OCEAN,258200
22,6719,1068,2843,994,6.1265,<1H OCEAN,260300
23,2564,347,1043,351,6.2048,<1H OCEAN,275000
8,831,231,404,224,3.375,<1H OCEAN,350000
19,1127,170,518,167,6.3325,<1H OCEAN,250000
19,5721,837,2653,813,6.2631,<1H OCEAN,266000
17,2559,370,1238,377,6.2781,<1H OCEAN,269800
24,1407,327,501,295,2.4821,<1H OCEAN,157200
16,3326,419,1272,402,6.8806,<1H OCEAN,343500
16,5121,735,2464,761,6.6204,<1H OCEAN,296100
17,5688,824,2111,773,6.6131,<1H OCEAN,312500
17,3354,422,1457,425,7.6473,<1H OCEAN,345800
16,2498,330,1027,343,8.155,<1H OCEAN,343700
18,2903,387,1127,372,5.5921,<1H OCEAN,359100
12,6488,778,2404,765,8.3188,<1H OCEAN,403400
17,3279,418,1222,381,7.9168,<1H OCEAN,356000
8,11336,1657,4089,1555,7.8287,<1H OCEAN,369200
16,3873,484,1451,501,6.7857,<1H OCEAN,341300
4,14652,2826,5613,2579,6.3942,<1H OCEAN,356700
8,3865,463,1548,432,9.7037,<1H OCEAN,425100
4,6875,1439,2889,1307,4.6932,<1H OCEAN,356100
5,2255,269,876,258,10.3345,<1H OCEAN,461400
8,452,51,140,43,12.5915,<1H OCEAN,432400
2,227,35,114,49,3.1591,<1H OCEAN,434700
2,200,20,25,9,15.0001,<1H OCEAN,350000
8,3743,581,1633,567,6.7027,<1H OCEAN,381900
13,7241,1007,3221,947,7.2216,<1H OCEAN,324600
8,2865,389,1376,417,7.9393,<1H OCEAN,399300
34,1879,265,729,263,7.7072,NEAR BAY,443800
30,3917,549,1330,544,6.5617,NEAR BAY,386600
20,2206,458,926,432,4.6042,<1H OCEAN,256400
